,Full_Reviews,Ratings
15403,"Using this camera for a YouTube cooking channel. Videos are very neat, 4K video can be recorded at 30 fps. Kit lens zoom control is electronic. Interface is easy to understand. Can shoot more controlled videos on manual mode. When digital image stabilization is on, you can see distortion in video which is because of camera struggling to focus on large moving objects, you can avoid this by switching off digital image stabilization. Check youtube channel ""PURE YOU - Let's Make It"" for sample vi...",5
15404,I love this camera but there was no charger included and I am still worried how to charge it. I am charging it with my xiaomi smartphone charger.. Is it really OK to do so?,5
15405,"I am yet to use it to full extent. Used it mildly and it exceeds expectation.
Pros : Battery life, rugged body, splash proof, fast, better connectivity options (NFC, Wifi), Fast memory card support, Touch screen - Easy controls.
Cons : I felt only cons was its weight but this can be ignored as went hiking with this and even my water bottle felt heavy. And it has crop sensor so if upgrading lens need to check carefully. A lens that works on full frame gives different result on crop (more mag...",5
15406,"D80 has long been in my bucket list. Received the package on time and in excellent brand new condition. also receive the 16gb memory card inside the box. Everything from purchasing to delivery is smooth as it can get. I bought from RetailNet (seller).

The only disappointing factor is that , they do not provide camera bag. A simple design bag with canon logo would have helped as customers pay out thousands of bucks.",5
15407,"Wonderful piece of equipment, loved its sharpness, easy to handle and makes beautiful videos",5
15408,The beast at this price range !,4
15409,super,5
15410,awesome camera. best camera in this price range . worth every penny.,5
15411,wonder camerakove it,5
15412,Fantastic camera ❤❤❤❤❤,5
15413,excellent Purchase,5
15414,best mid range dslr camera,5
15415,"I am yet to use it to full extent. Used it mildly and it exceeds expectation.
Pros : Battery life, rugged body, splash proof, fast, better connectivity options (NFC, Wifi), Fast memory card support, Touch screen - Easy controls.
Cons : I felt only cons was its weight but this can be ignored as went hiking with this and even my water bottle felt heavy. And it has crop sensor so if upgrading lens need to check carefully. A lens that works on full frame gives different result on crop (more mag...",5
15416,"D80 has long been in my bucket list. Received the package on time and in excellent brand new condition. also receive the 16gb memory card inside the box. Everything from purchasing to delivery is smooth as it can get. I bought from RetailNet (seller).

The only disappointing factor is that , they do not provide camera bag. A simple design bag with canon logo would have helped as customers pay out thousands of bucks.",5
15417,"Wonderful piece of equipment, loved its sharpness, easy to handle and makes beautiful videos",5
15418,The beast at this price range !,4
15419,super,5
15420,awesome camera. best camera in this price range . worth every penny.,5
15421,wonder camerakove it,5
15422,Fantastic camera ❤❤❤❤❤,5
15423,excellent Purchase,5
15424,best mid range dslr camera,5
15425,"Its value for money for enthusiast level photographers, photos are crisp and sharp! Focus is good may not be the best, colours are accurate and do justice.. The biggest downside is the battery, when coming from normal SLR the battery is only half efficient. Taking videos drains more battery so its always necessary to have a spare battery...Autofocus may be improved in future by firmware updates",4
15426,"great camera ..... considering the price , it offers complete set features . I would rather say it gives you all the features of sony and canon camera combined in one camera . The body is sturdy ,grip is nice , menu is easy to navigate.It is my first camera and I got this as a gift from my wife on our anniversary. I just love this camera. This camera is like mini z6/z7 with a dx format sensor and anyone looking for a mirrorless or dslr at this price must go for this camera.",5
15427,The images are crisp. It is easy to learn for beginners like me. The autofocus is very good. And it has the best grip among all mirrorless cameras.,5
15428,"Review after 15 days of use.
Handling and build quality that i like the most of this camera.
Picture quality is decent with kit lens. Nikon is known for dynamic range which this camera delivers very easily.
Video quality is great.
Focusing system is quite awkward not like sony or canon but average.
Overall decent camera in this price range.
Only drawback is with Z50 that limited range of lenses or quite expensive.",4
